,SN,Row#,Tree#,Species,Height (ft),diam,biom_kg,biom_t,co2e_t,Unnamed: 0,date,lat,lon,tree_id,diam_app,height_app,species,height_url,diam_url,parcel_id,notes,row,tree_idx,height_in,mae_h,mae_d,mape_h,mape_d,geometry
10,5,1,5,Honeylocust,36.3,10.9,319.74438582939337,0.31974438582939335,0.10551564732369982,0.0,2022-10-26 18:04:52.319,37.19944557743693,-80.57497834371188,FE6E1638-55E9-4D55-BE2A-58A3D6533E97,10.83094186670198,350.4851483923244,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FABE5B074-C396-49EF-9273-F3528DDA3C7F.png?alt=media&token=3d538f90-8340-4be5-a80a-aef0ac56113f,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE94011AE-26F9-4E9E-BD81-96E21BCE8007.png?alt=media&token=e6e38fd0-12a2-4765-9171-a2172206a86a,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R1P5,1.0,5.0,435.59999999999997,85.11485160767558,0.0690581332980198,0.19539681268979703,0.006335608559451357,POINT (-80.57497834371188 37.19944557743693)
11,6,2,1,Honeylocust,31.7,9.2,209.85595103378202,0.20985595103378202,0.06925246384114807,0.0,2022-10-26 18:16:11.515,37.19917440324761,-80.5753776804363,D69D52EB-7718-4E6B-B63E-E30BCFE5A8AE,8.971394281687699,271.7294467715766,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F335D383C-441C-42E4-AEFF-10AD9A2F6EC1.png?alt=media&token=a0874fc1-04ad-4d79-935b-7b42fe3db67f,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F39832B19-DBD4-4A33-9E9F-47CB6A282601.png?alt=media&token=0f8978f2-b9c2-4080-806f-b8e5e9840477,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R2P1,2.0,1.0,380.4,108.67055322842339,0.22860571831230025,0.2856744301483265,0.024848447642641335,POINT (-80.5753776804363 37.19917440324761)
12,7,2,2,Honeylocust,46.7,11.0,327.07922022261306,0.32707922022261304,0.1079361426734623,0.0,2022-10-17 14:53:15.441,37.1993564162751,-80.57520844981124,043F0D12-CECA-4487-823D-753960B1880F,10.24898346953505,352.9520485344834,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FCAFFB684-0910-4B6F-910C-8E0B45DADB29.png?alt=media&token=6da73db3-47f5-403d-a669-8032ffb6e780,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F0F1F7293-3434-489C-B2AD-078C7C3CFC4F.png?alt=media&token=681e047d-f7e4-46e5-aeca-54eb1cf31da3,5F2EA33C-65AD-4826-BF5C-D585E410C877,R2P2,2.0,2.0,560.4000000000001,207.44795146551667,0.7510165304649501,0.3701783573617356,0.0682742300422682,POINT (-80.57520844981124 37.1993564162751)
13,7,2,2,Honeylocust,46.7,11.0,327.07922022261306,0.32707922022261304,0.1079361426734623,0.0,2022-10-26 18:14:23.025,37.19924619424827,-80.57534842759424,AA226F5A-6354-4061-AB17-A479C40AE102,10.32516946942788,317.8818770280973,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FCA10AB48-D38F-4365-B5E8-529F6611FE81.png?alt=media&token=ad98a74e-ea38-4b13-9728-f69b71263ae2,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F89BB946B-9B46-4C23-9EED-80DC61437141.png?alt=media&token=00f05bb9-c4ca-4371-a2d8-945bb0ea3e4d,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R2P2,2.0,2.0,560.4000000000001,242.5181229719028,0.6748305305721196,0.4327589631904047,0.06134823005201087,POINT (-80.57534842759424 37.19924619424827)
14,8,2,3,Honeylocust,35.7,6.799999999999999,99.0581253501481,0.0990581253501481,0.032689181365548874,0.0,2022-10-17 14:31:52.012,37.19904456756748,-80.57537642315083,CC9CFFB3-5419-4853-AA88-28AE0D4E27D5,11.07533029683932,345.6818588136688,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F9EA17215-8BF1-4BB9-8F3A-CFC418BD478E.png?alt=media&token=0cb17814-1834-4d99-96b8-adcd759137c2,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F3E462379-EFEA-4EEC-B13B-2CD37B7C881C.png?alt=media&token=fe929f31-3642-440f-87fe-900507128ea5,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R2: p3,2.0,3.0,428.40000000000003,82.71814118633125,-4.275330296839321,0.19308623059367705,-0.6287250436528414,POINT (-80.57537642315083 37.19904456756748)
15,8,2,3,Honeylocust,35.7,6.799999999999999,99.0581253501481,0.0990581253501481,0.032689181365548874,0.0,2022-10-17 14:41:58.160,37.19928215261288,-80.57495355613582,467AFBFB-8617-400C-96FD-DF3D40890745,6.740993167471698,274.0359306335449,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F1D033555-74A1-4343-97B0-0FD6A92D1980.png?alt=media&token=8f25c80d-3efb-49e6-bbc9-70f00a10a623,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F372A3DFC-F853-4DCE-A624-3F5AE5AF73C8.png?alt=media&token=84e646a2-3e50-4fc6-a650-747173aeab33,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R2;p3,2.0,3.0,428.40000000000003,154.3640693664551,0.059006832528300635,0.3603269593054507,0.008677475371808917,POINT (-80.57495355613582 37.19928215261288)
16,8,2,3,Honeylocust,35.7,6.799999999999999,99.0581253501481,0.0990581253501481,0.032689181365548874,0.0,2022-10-17 14:50:27.675,37.19948013316593,-80.57507894940724,93B72249-3A69-412D-B72D-EEC51206D60A,6.543288198043043,258.9755921851932,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F675C0740-56F6-4F01-B3B5-899D2F9E37B2.png?alt=media&token=2749003a-20e4-4c98-8ff6-31e59deeb013,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F6569FA86-8E45-48C2-A5A6-D3E302272534.png?alt=media&token=d9a65b8b-04fa-45ad-ac8b-70aa4ff2caf4,5F2EA33C-65AD-4826-BF5C-D585E410C877,R2P3,2.0,3.0,428.40000000000003,169.42440781480684,0.2567118019569561,0.3954818109589328,0.03775173558190531,POINT (-80.57507894940724 37.19948013316593)
17,8,2,3,Honeylocust,35.7,6.799999999999999,99.0581253501481,0.0990581253501481,0.032689181365548874,0.0,2022-10-26 18:09:34.378,37.19938216400753,-80.57514311699724,CB2D20FC-95B1-4FEE-A5C1-F4D908C24F30,6.530719009910043,331.3206499955785,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FEDBFE3E8-4875-4D7F-A50E-86D1E4E745C8.png?alt=media&token=f84425d7-4178-4820-ae30-72e908e65b94,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F05EB0C4E-2797-4F95-89E2-68344A0FCEE5.png?alt=media&token=e182c516-9775-40a3-9da5-379c65168acb,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R2P3,2.0,3.0,428.40000000000003,97.07935000442154,0.269280990089956,0.22660912699444802,0.039600145601464125,POINT (-80.57514311699724 37.19938216400753)
18,9,2,4,Honeylocust,37.4,7.900000000000001,143.75107506898317,0.1437510750689832,0.04743785477276445,0.0,2022-10-17 14:45:46.679,37.19859696414021,-80.57627916836945,CA5544F7-AB55-4B25-8DE4-0EAAC5F755B2,6.480245139655166,167.8304597148745,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FC3FCF218-3782-4481-8DB0-050413EA3358.png?alt=media&token=91513a70-8f72-4fe3-bae5-37cd3ce8ee24,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD0A29896-F9D0-4C42-AE86-AB7B0C4A41B7.png?alt=media&token=274dd4fe-d99d-40ec-8ea1-1f10e6cfd9e1,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R2; p4,2.0,4.0,448.79999999999995,280.96954028512545,1.4197548603448356,0.6260462127565184,0.17971580510694118,POINT (-80.57627916836945 37.19859696414021)
19,9,2,4,Honeylocust,37.4,7.900000000000001,143.75107506898317,0.1437510750689832,0.04743785477276445,0.0,2022-10-17 14:48:22.269,37.19951408564793,-80.5750623099092,F733B20E-E825-4DD5-A849-4774FB196304,8.270969893050006,283.6031237925131,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FDD0C397C-7673-4186-B6ED-FC5EAF75F7D9.png?alt=media&token=96bc1a54-4bc4-4873-b87f-1b4ca419fbf3,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F50524FEA-B76D-4A43-9E9C-296744217914.png?alt=media&token=d2cb5663-c475-434a-9bbd-2c8d263da131,5F2EA33C-65AD-4826-BF5C-D585E410C877,R2P4,2.0,4.0,448.79999999999995,165.19687620748687,-0.37096989305000516,0.36808573130010447,-0.04695821431012723,POINT (-80.5750623099092 37.19951408564793)
20,9,2,4,Honeylocust,37.4,7.900000000000001,143.75107506898317,0.1437510750689832,0.04743785477276445,0.0,2022-10-26 18:07:51.543,37.19943009320386,-80.57511691942864,123D5517-64E4-4304-95DF-5F44AB09EC68,8.115259798492973,261.3233393571508,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F375CADEF-02AE-4DB7-BAC3-7DDD59B34EB2.png?alt=media&token=733fd464-626a-4462-8132-bdc2fe6921ec,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB1A8DD6C-CF6A-4C78-83A4-8705ED047D7E.png?alt=media&token=6dfeed09-899a-4b11-8909-417d9412af90,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R2P4,2.0,4.0,448.79999999999995,187.47666064284914,-0.21525979849297183,0.41772874474788135,-0.027248075758604023,POINT (-80.57511691942864 37.19943009320386)
21,10,2,5,Honeylocust,40.1,9.0,198.70806410425698,0.19870806410425698,0.0655736611544048,0.0,2022-10-17 14:46:20.033,37.19952706011884,-80.57508947116992,B9D625F1-6928-42E6-9407-62F782443D21,8.593759550823002,240.3853634211022,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F83FBC9C1-1402-4C95-900B-C6483E898EE3.png?alt=media&token=4a90111e-bf19-45c6-a97f-e01ffa67389b,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FAE565C4D-C88C-4440-BFAB-CD4ABBC1B078.png?alt=media&token=66397a51-1fcc-4433-8b78-a716493bb787,5F2EA33C-65AD-4826-BF5C-D585E410C877,R2P5,2.0,5.0,481.20000000000005,240.81463657889785,0.4062404491769982,0.5004460444282998,0.045137827686333135,POINT (-80.57508947116992 37.19952706011884)
22,10,2,5,Honeylocust,40.1,9.0,198.70806410425698,0.19870806410425698,0.0655736611544048,0.0,2022-10-17 14:54:40.912,37.19945733438917,-80.57499689057522,293AC6C9-C147-4A6B-8CF3-56D741AD69BD,8.743127265314419,229.8815607085942,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F2ECEA3D4-A217-44B2-8FCA-276D880B8716.png?alt=media&token=64f0b0f1-4563-4287-b96b-d142247c152d,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F7707A3B2-9812-4655-8FF2-DA1CCDD6AEF4.png?alt=media&token=10188f81-a56a-4292-b35e-67558af1a942,48A3274A-5E61-4644-8C5E-0E856E87AF4F,R2; p5,2.0,5.0,481.20000000000005,251.31843929140584,0.25687273468558125,0.5222743958674269,0.028541414965064585,POINT (-80.57499689057522 37.19945733438917)
23,10,2,5,Honeylocust,40.1,9.0,198.70806410425698,0.19870806410425698,0.0655736611544048,0.0,2022-10-26 18:06:21.863,37.19953859694041,-80.57500049479358,684308F8-7580-4A9C-983F-65AC8B763514,8.779662096594263,258.4653576527994,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F35A7CB73-2E4D-400C-93F5-DD4DF3321573.png?alt=media&token=43dc6a88-6900-4777-a8b6-5a8187b543dd,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F02D0996D-62AF-4BBA-8D31-09B5CC7709B3.png?alt=media&token=d44d093d-e587-4615-b6c8-139db60bd507,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R2P5,2.0,5.0,481.20000000000005,222.73464234720063,0.22033790340573667,0.46287332158603617,0.024481989267304074,POINT (-80.57500049479358 37.19953859694041)
24,11,3,1,Honeylocust,42.1,11.7,381.2359153361563,0.3812359153361563,0.1258078520609316,0.0,2022-10-17 15:25:50.194,37.19919447181303,-80.57552992868487,392936EB-E3C8-4CB1-ACF0-0F186EDB5AA8,10.90361494717636,337.0141232107568,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F73FC3990-F05B-4897-86BF-45969ECDC5CF.png?alt=media&token=9b28a779-55f8-4354-98c4-af75c381e187,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F06DD2B39-77D5-4154-8BA2-D8C5D7046113.png?alt=media&token=2c58b9b0-8069-420b-8712-bf9f47f2b563,5F2EA33C-65AD-4826-BF5C-D585E410C877,R3P1,3.0,1.0,505.20000000000005,168.18587678924325,0.7963850528236396,0.33290949483223126,0.06806709853193502,POINT (-80.57552992868487 37.19919447181303)
25,11,3,1,Honeylocust,42.1,11.7,381.2359153361563,0.3812359153361563,0.1258078520609316,0.0,2022-10-26 18:20:45.180,37.19917335550971,-80.57553878061526,4FFFBCDE-8F41-497E-AA26-66AA6FE28CDF,11.71220005966547,338.8906088401014,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB1AC2E9F-A5E3-4C01-AAD7-B39E519B700F.png?alt=media&token=6dad1d98-acaf-4e6d-8d15-b425e50f4320,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F947BA73B-AC47-4D36-B2C5-BFFBEE827590.png?alt=media&token=8d2e482f-80aa-40fe-9cfa-a72a9fe2eb27,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R3P1,3.0,1.0,505.20000000000005,166.30939115989867,-0.012200059665470775,0.3291951527313908,-0.0010427401423479296,POINT (-80.57553878061526 37.19917335550971)
27,13,3,3,Honeylocust,25.8,8.2,157.69245792556526,0.15769245792556527,0.05203851111543654,0.0,2022-10-17 15:17:42.080,37.19934944279543,-80.57539431929008,D3FC5E41-811E-44C8-B8EC-3949E5F46EB3,7.162596297076369,225.6820896479089,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F26AFD623-D40B-4BD8-B403-FCFA62A791DE.png?alt=media&token=919f8843-690c-4929-a929-c724bf66d606,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F22ACF8E2-FCC8-41E1-A5DA-D111833A8E34.png?alt=media&token=7dcd544d-2eaa-40fb-99ea-11abb2945777,5F2EA33C-65AD-4826-BF5C-D585E410C877,R3P3,3.0,3.0,309.6,83.91791035209113,1.0374037029236307,0.2710526820157982,0.12651264669800374,POINT (-80.57539431929008 37.19934944279543)
28,13,3,3,Honeylocust,25.8,8.2,157.69245792556526,0.15769245792556527,0.05203851111543654,0.0,2022-10-26 18:23:44.988,37.19931830334445,-80.57540957798304,AE129242-690B-438A-A434-36F2BABA586A,7.901142431995062,316.8110584649514,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF7D87850-4AAD-4DDD-A821-0F787EF2CD1B.png?alt=media&token=e427b3ed-a144-4548-b925-9b7585f20aac,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8E807298-A56A-454B-B60C-F370C0468430.png?alt=media&token=09d70557-5e5b-45c1-bf17-1d2ccad23b89,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R3P3,3.0,3.0,309.6,-7.21105846495135,0.29885756800493724,-0.02329153250953278,0.036446044878650885,POINT (-80.57540957798304 37.19931830334445)
29,14,3,4,Honeylocust,44.5,10.1,264.59787492200496,0.264597874922005,0.08731729872426165,0.0,2022-10-17 15:15:56.782,37.19944936936942,-80.57531237560013,CB2FC691-BD95-4AB8-AA7C-07226DEA7D5D,10.12977300666449,304.4486796762061,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F23065F3A-3E20-4593-AC0D-6EF87DA84380.png?alt=media&token=47c38598-d397-42d2-8701-9dd2fa8a8d2f,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD048AB7A-51F9-42AD-9EE4-299553CB7F17.png?alt=media&token=70933747-9b95-4cbc-81c9-dc0af07a8f3b,5F2EA33C-65AD-4826-BF5C-D585E410C877,R3P4,3.0,4.0,534.0,229.5513203237939,-0.0297730066644899,0.4298713863741459,-0.002947822442028703,POINT (-80.57531237560013 37.19944936936942)
30,14,3,4,Honeylocust,44.5,10.1,264.59787492200496,0.264597874922005,0.08731729872426165,0.0,2022-10-26 18:25:03.156,37.19941259614125,-80.57533938383038,BA13C0FA-5E9E-4840-853B-F551AE391024,9.846869181460283,305.0047018396573,Honey locust,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE1762D01-20C3-48B6-A510-E712470D69B5.png?alt=media&token=68ba2152-661d-44fc-be9b-a81283aab42a,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F778D49DC-7356-410F-88E9-E99EE9BBB337.png?alt=media&token=41defe38-f848-46a3-9257-b73f780a96bd,A57E7C65-8B5C-43B2-9110-5A6A4ECFBC35,R3P4,3.0,4.0,534.0,228.9952981603427,0.25313081853971653,0.42883014636768296,0.025062457281160053,POINT (-80.57533938383038 37.19941259614125)
